Falsevin,RA_GENDER,RA_MARITALSTATUS,RA_VEH_USE,RA_EXPOSURE_TIME,RA_DISTANCE_DRIVEN,RA_NBTRIP,RA_HOURS_DRIVEN,RA_ACCIDENT_IND
17019,1,1,2,1,12794.2,1717,20604,0
17023,2,0,2,0.5808219178,1756.2,544,2720,0
17023,2,0,2,0.3671232877,3418.6,554,4432,0
17024,2,0,2,0.3287671233,6582.9,667,6670,0
17024,2,0,2,0.498630137,8133,675,7425,0
17024,2,0,2,0.504109589,8673.6,761,8371,0
17024,2,0,2,0.504109589,11131,734,10276,0
17024,2,0,2,0.495890411,7569.8,671,7381,0
17026,2,0,2,0.5315068493,4800.6,968,7744,0
17026,2,0,2,0.504109589,3878.3,525,5250,0
17027,1,0,1,0.6630136986,7418.8,1345,14795,0
17027,1,0,1,0.9753424658,8413.5,1877,22524,0
17028,1,0,2,0.498630137,4401.5,545,5995,0
17028,1,0,2,0.504109589,4713.2,499,5489,0
17028,2,0,2,0.3287671233,3035.1,360,3960,0
17029,1,0,2,0.4,4004.7,437,7429,0
17029,1,0,2,0.8273972603,9603.5,1678,18458,0
17029,1,0,2,1,9928.7,1145,18320,0
17030,2,0,2,0.504109589,7949.3,761,12176,0
17030,2,0,2,0.498630137,8868.6,571,11420,0
17030,2,0,2,0.495890411,6600.1,826,11564,0
17030,2,0,2,0.504109589,3503.5,708,6372,0
17031,1,0,1,0.4630136986,10926.7,891,17820,0
17031,1,0,1,1.002739726,19997.9,1669,33380,0
17031,1,0,1,0.4849315068,9808.8,757,16654,0
17032,2,1,1,1.002739726,17983.3,1565,21910,0
17032,2,1,1,0.3561643836,6389.2,741,8151,0
17033,1,0,2,0.3260273973,3340.1,373,3730,0
17033,1,0,2,1,14242.6,1873,18730,0
17033,1,0,2,0.8383561644,12401.6,1483,14830,0
17034,2,1,1,1,14480.8,2497,32461,0
17034,2,1,1,1.002739726,17740.5,2347,32858,0
17034,2,0,1,0.3808219178,8501.8,911,13665,1
17035,1,1,1,0.4904109589,13292.9,1454,14540,0
17035,1,1,1,1.002739726,19481.8,2555,30660,0
17037,1,0,1,0.6630136986,20715.3,2000,30000,0
17037,1,0,1,0.8082191781,20114.2,1682,30276,0
17039,1,0,1,0.9753424658,14121.9,1167,15171,0
17039,1,0,1,1.002739726,14724.8,1252,16276,0
17044,1,1,2,0.504109589,2817.4,525,4200,0
17044,1,1,2,0.5205479452,3414.5,650,5200,0
17044,1,1,2,0.495890411,1546.5,336,2352,0
17044,1,1,2,0.498630137,1683.4,389,2723,0
17044,1,1,2,0.504109589,5064.6,525,6300,0
17046,2,0,1,0.4684931507,6941.8,561,7293,0
17046,2,0,1,0.4821917808,8541.7,552,9936,0
17047,2,0,1,0.3287671233,5765.1,445,6675,0
17047,2,0,1,0.9068493151,13210.2,1227,15951,0
17048,1,1,2,1,7699.4,1353,12177,0
17048,1,1,2,0.997260274,10348,1401,15411,0
17049,2,1,2,0.2821917808,455.4,162,972,0
17049,2,1,2,0.4876712329,723.7,305,1525,0
17050,2,0,2,1.002739726,3800.4,991,7928,0
17050,2,0,2,1.0109589041,4690.5,1052,8416,0
17051,2,0,1,0.9095890411,20503.1,2129,27677,0
17051,1,0,2,1.002739726,11755.7,1565,17215,0
17052,1,0,2,0.504109589,2487.2,603,4221,0
17052,1,0,2,0.504109589,3484.9,813,5691,0
17052,1,0,2,0.495890411,1747.2,619,3714,0
17052,1,0,2,0.498630137,2068.7,701,4206,0
17052,1,0,2,0.3315068493,3446.4,621,5589,0
17054,2,0,2,0.498630137,2155,441,3969,0
17054,2,0,2,0.501369863,3220.5,574,5740,0
17054,2,0,2,0.501369863,2674.6,522,5220,0
17054,2,0,2,0.4931506849,2064.7,513,4104,0
17054,2,0,2,0.501369863,2062.3,522,4176,0
17057,1,0,1,0.6273972603,11842,1208,15704,0
17057,1,0,1,1.002739726,16342.5,1460,18980,0
17057,2,0,1,0.495890411,5126.4,542,5962,0
17058,2,0,2,0.495890411,12440.3,1135,15890,0
17058,2,0,2,0.504109589,14616.3,1206,16884,0
17058,2,0,2,0.498630137,14775.5,1245,18675,0
17058,2,0,2,0.504109589,12296.7,1180,16520,0
17059,1,0,1,0.6630136986,7603.1,621,12420,0
17059,1,0,2,1.002739726,9930.8,1043,16688,0
17059,1,0,2,0.5890410959,6487.3,674,11458,0
17061,2,0,1,0.5205479452,2983.3,785,7065,0
17061,2,0,1,0.498630137,2808.9,830,7470,0
17061,2,0,2,0.504109589,2122,577,5770,0
17063,1,1,1,0.9808219178,12364.5,2092,20920,0
17063,1,1,1,0.4136986301,5604.7,969,9690,0
17065,2,0,1,0.9589041096,14304.1,1696,22048,0
17065,2,0,1,1.002739726,10937.6,1200,14400,0
17071,1,1,1,0.501369863,4256.1,809,6472,0
17071,1,1,1,0.501369863,5425.6,809,7281,0
17071,1,1,1,0.501369863,4763.3,809,6472,0
17072,2,1,2,0.7917808219,11022.5,989,17802,0
17072,1,1,2,0.3287671233,7124.3,445,12015,0
17073,2,0,1,0.997260274,8794.4,1504,15040,0
17073,2,0,1,1.002739726,8519.3,1617,16170,0
17073,1,0,1,0.3287671233,2480.2,667,4669,0
17077,2,0,1,0.501369863,8050.1,783,9396,0
17077,2,0,1,0.501369863,10695,887,11531,0
17077,2,0,1,0.501369863,10082.8,887,10644,0
17077,2,0,1,0.3506849315,4464.4,383,4979,0
17078,1,0,1,0.997260274,7438.1,623,9345,0
17078,1,0,1,0.9808219178,8267.6,919,10109,0
17079,1,0,2,0.6493150685,4532.5,811,8110,0
17079,1,0,2,0.8356164384,5773.6,696,7656,0
17079,2,0,2,0.3178082192,2793.3,430,4300,0
17081,1,0,2,0.9178082192,8270.1,1528,12224,0
17081,1,0,2,0.3287671233,3047.5,582,4074,0
17082,2,1,1,0.9808219178,12473.6,2551,25510,0
17082,2,1,1,0.6931506849,11985.6,2055,22605,0
17084,1,1,2,0.3726027397,1885.8,349,3490,0
17084,3,0,2,0.4136986301,2504.4,409,4090,0
17085,1,0,2,0.2904109589,1740.8,438,3504,0
17085,1,0,2,0.6630136986,5694.7,897,8970,0
17087,2,1,1,0.5917808219,3240.1,1170,10530,0
17087,2,1,2,1.002739726,4105.5,1513,15130,0
17092,1,1,1,0.9863013699,39788.7,1334,36018,0
17092,2,1,1,0.4136986301,15367.7,538,13450,0
17093,1,0,1,0.8410958904,17171.7,875,15750,0
17093,1,0,1,0.4136986301,8605.8,431,7758,0
17097,2,1,1,0.3369863014,10045.5,807,16140,0
17097,2,0,2,0.9808219178,21897.9,2959,44385,0
17099,2,0,1,0.5479452055,11930.5,542,13008,0
17099,2,0,1,0.498630137,12061.8,571,13704,0
17099,2,0,1,0.4136986301,9852.8,409,11043,0
17100,2,1,2,0.4109589041,8398.2,599,8386,0
17100,1,1,2,0.802739726,12204.4,794,11910,0
17101,1,0,2,0.895890411,6867.7,979,11748,0
17101,2,0,2,0.4136986301,3726.8,495,5940,0
17103,1,0,2,0.4054794521,7708.9,1266,10128,1
17103,2,1,1,0.4383561644,8084.8,1368,13680,0
17105,2,1,1,1.0301369863,6394.5,1500,12000,0
17105,2,1,1,0.495890411,3627.9,723,5784,0
17108,1,0,1,0.997260274,16111.1,1919,26866,0
17108,1,0,1,0.7561643836,14023.3,1691,20292,0
17109,2,0,1,0.9178082192,10795.7,669,13380,0
17109,1,0,2,0.8273972603,6213.1,474,7584,0
17109,2,0,1,0.8821917808,21868,1285,24415,0
17111,2,0,2,0.4383561644,5363.3,616,8008,0
17111,2,0,2,0.3397260274,1742.5,354,3186,0
17112,2,1,1,0.5232876712,6546.8,654,7194,0
17112,2,1,2,0.7479452055,19265.3,1206,18090,0
17112,2,1,2,1.002739726,19160.7,1252,17528,0
17113,2,0,2,0.5671232877,6957.6,1062,11682,0
17113,1,1,2,1.002739726,19478.5,1617,25872,0
17113,2,1,2,0.4136986301,12688,1012,16192,0
17115,1,1,2,0.7780821918,11648.4,1093,16395,0
17115,1,1,2,0.3260273973,3351.6,323,4845,0
17116,1,1,1,0.9671232877,22191.5,1861,35359,0
17116,1,1,1,1.002739726,22580.5,1773,37233,0
17118,1,0,1,0.301369863,1350.5,377,2262,0
17118,1,0,1,0.495890411,1639.4,336,3360,0
17118,1,0,1,0.504109589,6761.5,997,8973,0
17118,1,0,1,0.498630137,13893.5,804,14472,0
17118,2,0,1,0.504109589,13700.2,813,14634,0
17119,1,0,1,1.002739726,22800.2,2347,35205,0
17119,1,0,1,0.8794520548,20771.5,1921,32657,0
17120,1,0,1,0.9917808219,16314.3,1960,19600,0
17120,1,0,1,0.4109589041,7710.8,1005,10050,0
17122,2,0,1,0.9589041096,18047.3,1347,24246,0
17122,2,0,1,0.6630136986,9191.1,897,13455,0
17123,1,1,1,0.5835616438,8143.1,941,13174,0
17123,1,1,1,1.002739726,14690.6,1669,21697,0
17123,1,1,1,0.3287671233,2640.8,394,4334,0
17125,2,0,2,0.3287671233,6498.4,1026,11286,0
17125,2,0,2,1.002739726,17847.2,3025,30250,0
17125,2,0,2,0.7232876712,10406.1,1919,19190,0
17126,1,1,2,0.501369863,2709.3,496,4960,0
17126,1,1,2,0.4794520548,2528,449,4490,0
17126,1,1,2,0.501369863,3457.6,548,6028,0
17127,1,1,2,0.9123287671,3134.5,427,5124,0
17127,1,1,2,0.4465753425,2153.6,302,3322,0
17129,1,0,2,1.002739726,14354.7,1669,16690,0
17129,1,0,2,1,19612.3,1613,20969,0
17129,1,0,2,0.3287671233,4420,462,5082,0
17131,1,0,2,1.0273972603,23555.9,1710,30780,0
17131,1,0,2,1.002739726,26778,2086,37548,0
17131,2,0,2,0.4164383562,8687.8,802,12832,0
17132,1,1,2,1.002739726,8708.6,1878,15024,0
17132,1,1,2,0.3287671233,3890.1,753,6024,0
17132,1,1,1,0.9260273973,7626.4,578,10404,0
17133,2,1,1,0.8520547945,11794.2,665,15295,0
17133,2,1,1,0.495890411,3966.7,490,8820,0
17136,1,1,1,1.002739726,16147.4,1095,16425,0
17136,1,1,1,1.002739726,5773.1,678,6780,0
17136,1,1,1,0.4136986301,2181.4,323,3230,0
17137,1,0,2,0.4438356164,1181.3,254,2032,0
17137,1,0,2,0.504109589,1788.2,236,2124,0
17137,1,0,2,0.498630137,633.3,208,1456,0
17138,1,0,1,0.8904109589,10357.9,1482,20748,0
17138,1,0,1,0.5808219178,6471.6,997,12961,1
17141,1,0,1,1.002739726,17768.4,2190,19710,0
17141,1,0,1,1.002739726,15100.6,1982,15856,0
17141,2,0,1,0.5808219178,10861.3,1239,11151,0
17142,1,0,1,0.4904109589,9722,613,9195,0
17142,1,0,1,0.504109589,14196.3,761,11415,0
17144,1,1,1,1.002739726,9956.6,1148,12628,0
17144,1,1,1,0.4136986301,9969.5,431,9051,0
17144,1,1,1,1.0136986301,10380.5,1424,15664,0
17145,2,0,1,0.4821917808,6625.6,677,7447,0
17145,2,0,1,0.8273972603,8294,775,9300,0
17146,1,1,2,1.002739726,25627.7,783,22707,0
17146,1,1,2,0.504109589,8383.6,499,7984,0
17150,1,0,1,0.9863013699,14556.1,1744,20928,0
17150,1,0,1,0.495890411,5590.9,697,8364,0
17151,2,0,1,0.501369863,3675,522,6264,0
17151,2,0,1,0.501369863,5737,835,9185,0
17151,2,0,1,0.498630137,4531.2,649,8437,0
17151,2,0,1,0.4931506849,5884,693,9009,0
17151,2,0,1,0.495890411,5125.2,723,7953,0
17153,2,1,1,0.4739726027,8750.3,1134,13608,0
17153,2,1,1,0.3150684932,2620.3,443,4873,0
17154,1,0,2,0.5178082192,5619.6,1024,9216,0
17154,1,0,2,0.501369863,9210.3,913,11869,0
17155,1,0,2,0.495890411,10752.2,1032,17544,0
17155,1,0,2,0.504109589,14247.4,1285,23130,0
17155,1,0,2,0.3068493151,6903.5,655,10480,0
17155,1,0,2,0.504109589,12212.5,1128,19176,0
17155,1,0,2,0.498630137,11280.4,1038,18684,0
17158,2,0,0,0.504109589,6543.6,708,8496,0
17158,2,0,0,0.498630137,10568.2,908,14528,0
17158,2,0,0,0.504109589,7686.7,839,10907,0
17161,1,0,1,0.501369863,14592.6,652,17604,0
17161,1,0,1,0.4383561644,13493.1,570,14820,0
17163,2,0,2,0.9726027397,20190.7,1063,23386,0
17163,2,0,2,1.002739726,16689.6,939,21597,0
17165,1,0,1,0.7917808219,14893.3,783,15660,0
17165,1,0,1,1.002739726,10236.3,835,10855,0
17167,2,1,2,0.3397260274,1923.5,354,5664,0
17167,2,1,2,0.5260273973,4358.7,602,10234,0
17168,2,0,1,0.3917808219,9892.7,652,14996,0
17168,2,0,1,0.5808219178,16238.7,967,21274,0
17168,2,0,1,1.002739726,27273.3,1565,35995,0
17169,1,1,1,0.901369863,37770.2,1641,41025,0
17169,1,1,1,0.495890411,17155.3,748,19448,0
17171,2,1,1,0.9123287671,15067,2135,25620,0
17171,2,1,1,1.0191780822,11220.4,1537,19981,0
17172,1,1,1,0.9561643836,10984.8,1194,25074,0
17172,1,1,1,0.6630136986,7462.9,759,18216,0
17177,1,0,2,0.504109589,7206.7,446,8028,0
17177,1,0,2,0.504109589,7283.7,472,8968,0
17177,1,0,2,0.4246575342,4509.5,310,5580,0
17183,1,0,1,1.002739726,27752.5,2347,39899,0
17183,1,0,1,0.9863013699,26926.2,2103,37854,0
17183,2,0,1,0.3287671233,4559.9,428,6420,0
17184,2,1,1,1.002739726,21459.8,1669,26704,0
17184,2,1,1,0.9753424658,14472.6,1776,21312,0
17184,2,1,1,0.4136986301,12340.1,732,14640,0
17187,2,0,1,0.3260273973,6334,594,9504,0
17187,2,0,1,0.3863013699,4550.9,583,8162,0
17188,1,0,2,0.8273972603,9548.3,1033,12396,0
17188,1,0,2,0.4219178082,4262.1,527,6324,0
17189,1,0,2,0.501369863,4677.4,209,6061,0
17189,1,0,2,0.3479452055,3736.1,181,5249,0
17189,2,0,2,0.4712328767,5440.2,246,7134,0
17192,2,0,2,0.504109589,9018.6,525,12075,0
17192,2,0,2,0.495890411,4346.9,362,7240,0
17192,2,0,2,0.504109589,7003.7,472,9912,0
17192,2,0,2,0.498630137,7872,467,10741,0
17192,3,0,2,0.4136986301,5570.6,345,8625,0
17195,2,0,1,1,11031.1,1509,21126,0
17195,2,0,1,1.002739726,11409.7,1617,25872,0
17195,2,0,1,0.4136986301,5674.4,517,9823,0
17196,1,0,1,0.8054794521,7907.3,1131,12441,0
17196,1,0,1,1.002739726,10086.2,1460,16060,0
17196,2,0,1,0.3287671233,3363.8,479,5748,0
17199,1,1,2,0.504109589,6925.5,394,7880,0
17199,1,1,2,0.3671232877,7580.1,420,8400,0
17199,1,1,2,0.498630137,4990.2,545,7085,0
17200,2,0,1,0.7479452055,12307,1828,27420,0
17200,2,0,1,0.8493150685,15549.9,2076,33216,0
17201,1,1,1,0.9835616438,30128.2,1126,32654,0
17201,1,1,1,0.5808219178,18521.8,635,19685,0
17202,1,1,1,1.002739726,11645.2,2243,24673,0
17202,1,0,1,1,11968.5,2081,22891,0
17203,2,0,1,0.4136986301,8070.6,581,8134,0
17203,1,0,1,1.002739726,22959.7,1356,23052,0
17204,1,0,2,0.498630137,6678.5,389,7002,0
17204,3,0,2,0.4136986301,2716.1,173,2768,0
17205,1,1,2,0.8438356164,11262.4,1010,14140,0
17205,1,1,2,0.8164383562,8554.6,765,9945,0
17206,1,1,1,0.3178082192,6840.2,728,8008,0
17206,1,1,1,0.501369863,11877,1278,14058,0
17208,2,1,1,1,28451.7,1041,26025,0
17208,2,1,1,1.002739726,30951.5,1095,28470,0
17209,2,0,1,1.002739726,35362,2190,45990,0
17209,2,0,1,0.4136986301,12773.8,1141,18256,0
17210,2,1,2,1,17260.4,1353,18942,0
17210,2,0,2,0.3260273973,3308.5,323,3876,0
17210,2,0,2,1.002739726,11887,887,13305,0
17211,1,0,1,1.002739726,12668.6,1460,21900,0
17211,3,0,1,0.4136986301,7302.1,732,11712,0
17212,1,0,2,0.495890411,11370.2,1161,13932,0
17212,1,0,2,0.498630137,4228.6,934,7472,0
17212,1,0,2,0.4164383562,5667.1,975,8775,0
17212,1,0,2,0.4575342466,7521.6,1000,10000,0
17214,2,0,1,0.698630137,9318.5,1272,16536,0
17214,2,0,1,0.997260274,14794.5,1919,24947,0
17215,2,0,1,0.5808219178,10860.5,695,13900,0
17215,1,0,1,0.9150684932,21004.7,1190,26180,0
17216,2,0,1,1,23869.8,1821,23673,0
17216,2,0,1,0.7671232877,17450.7,1317,17121,0
17216,2,0,1,0.3780821918,15879.9,885,14160,0
17218,1,0,2,1.0219178082,4790.4,1010,7070,0
17218,1,0,2,0.504109589,2569.1,630,4410,0
17219,2,1,2,0.504109589,2934.5,761,5327,0
17219,2,1,2,0.504109589,5209.8,866,8660,0
17219,2,1,2,0.498630137,3257.8,623,6230,0
17219,2,1,2,0.4739726027,2662.9,370,3700,0
17220,2,0,2,0.5589041096,7644.7,495,7920,0
17220,2,0,2,0.3205479452,6188.9,401,6416,0
17222,1,1,2,1.002739726,8140.4,1408,12672,0
17222,1,1,2,0.7479452055,6215.4,1090,9810,0
17222,1,1,2,0.7589041096,5999.8,1066,9594,0
17223,2,1,1,1.0191780822,9151.6,1272,13992,1
17223,2,1,1,0.7479452055,6934.5,1167,10503,0
17224,1,0,1,0.3424657534,9620.5,321,7704,0
17224,2,0,1,0.4136986301,11242.9,388,8536,0
17227,2,0,1,0.6876712329,12474.5,501,11523,0
17227,2,0,1,1.002739726,22418.2,678,18306,0
17228,2,1,1,0.4328767123,2360,496,4464,0
17228,1,0,1,0.501369863,3172.6,652,6520,0
17228,1,0,1,0.501369863,2113.7,418,3762,0
17228,1,0,1,0.4136986301,1618.2,366,4026,0
17229,2,0,1,0.9863013699,13977.3,1283,16679,1
17229,2,0,1,1.002739726,17107.2,2034,22374,0
17230,2,0,1,0.3589041096,4821.9,710,6390,1
17230,2,0,1,0.3287671233,6549,736,8096,0
17232,2,0,1,0.4136986301,3004.9,624,5616,0
17232,1,0,1,0.3123287671,5611.1,975,8775,0
17232,1,0,1,0.504109589,7437,1416,12744,0
17232,1,0,1,0.498630137,3687.2,778,7002,0
17234,1,1,1,0.9643835616,21329.6,1655,26480,0
17234,1,1,1,0.4136986301,8248.9,926,12038,0
17235,1,0,2,0.9780821918,3131.4,662,5296,0
17235,1,0,2,0.5808219178,2384,514,4112,0
17236,1,1,2,0.3863013699,3204.6,442,3978,0
17236,1,1,2,0.504109589,10811,813,12195,0
17237,1,1,2,0.3205479452,419.9,167,1002,0
17237,1,1,2,0.4739726027,1027.1,346,2422,0
17240,2,0,1,0.4191780822,9662.4,545,9810,0
17240,2,0,1,1.002739726,15060.1,1304,16952,0
17241,1,1,1,0.4136986301,3833.2,388,5820,0
17241,1,1,1,1.0164383562,8654.4,899,14384,0
17241,1,1,1,1.002739726,9028.4,939,15024,0
17244,1,1,1,1.002739726,22794.1,3129,25032,0
17244,1,1,1,0.8931506849,13335.9,2276,18208,0
17244,1,1,1,0.4136986301,17563,1291,11619,0
17245,1,0,1,0.7808219178,20416.8,1178,21204,0
17245,1,0,1,0.4630136986,4122.2,675,6750,0
17246,2,0,1,0.3287671233,3800.3,958,7664,0
17246,1,0,1,1.0356164384,9146,2962,17772,0
17247,1,0,2,0.504109589,3252.2,394,5122,0
17247,1,0,2,0.501369863,1273.2,287,2296,0
17247,1,0,2,0.495890411,2909.8,336,4032,0
17248,1,1,2,1.002739726,5856.4,730,15330,0
17248,1,1,2,0.3808219178,2785.7,317,6974,0
17249,1,1,1,0.3643835616,2205.7,114,1938,0
17249,1,1,1,0.4876712329,7057.2,406,6902,0
17250,2,1,1,0.9671232877,21929.5,2414,31382,0
17250,2,1,1,1.002739726,20642.1,2086,29204,0
17250,2,1,1,0.4136986301,12836.6,904,14464,0
17252,1,1,1,0.5808219178,9275,846,11844,0
17252,1,1,1,0.9808219178,11799.9,1633,17963,0
17252,1,1,1,1.002739726,16397.5,1617,22638,0
17254,1,1,1,0.4904109589,7860.6,638,10208,0
17254,1,1,1,0.495890411,8348.2,568,10224,0
17255,1,0,2,1.0493150685,7880.3,874,12236,0
17255,1,0,2,0.495890411,3600,439,5268,0
17256,1,0,2,0.4575342466,13656.4,714,11424,0
17256,2,0,2,0.3287671233,10287.7,616,9240,0
17257,2,1,1,1.002739726,6751.4,1304,15648,0
17257,2,1,1,0.5808219178,4294,786,10218,0
17257,2,1,1,1,7570.7,1561,17171,0
17259,1,1,1,0.4136986301,4023.9,517,6204,0
17259,2,1,1,1.0191780822,15752.7,1219,21942,0
17260,2,1,1,0.9671232877,28118.7,2012,42252,0
17260,2,1,1,0.3287671233,8003,599,11381,0
17262,2,1,2,0.9643835616,5902.1,1254,11286,0
17262,2,1,2,0.9095890411,2424.4,379,4548,0
17263,2,0,2,0.4493150685,4279.7,281,4496,0
17263,2,0,2,0.504109589,5029.1,315,5670,0
17263,2,0,2,0.498630137,4357.6,234,4212,0
17263,2,0,2,0.4547945205,10641.5,497,9940,0
17265,1,0,2,0.3671232877,2739.4,554,5540,0
17265,1,0,2,1.0301369863,9659.4,1554,13986,0
17265,1,0,2,0.5808219178,5502.6,816,9792,1
17266,2,0,1,1.0054794521,31796.7,2040,38760,0
17266,2,0,1,0.6630136986,27171.7,1242,36018,0
17268,1,1,1,0.4054794521,5799.3,865,8650,0
17268,1,1,1,0.504109589,7943.6,1023,10230,0
17268,1,1,1,0.498630137,4806.5,804,6432,0
17268,1,1,1,0.495890411,6893.3,1109,9981,0
17268,1,1,1,0.5808219178,8495.1,1148,11480,0
17270,1,0,2,0.7369863014,6025.7,345,5865,0
17270,1,0,2,0.898630137,6789.3,328,6232,0
17271,2,0,1,0.5287671233,10283.9,825,10725,0
17271,1,0,1,0.6630136986,12597.3,1104,13248,0
17272,2,1,1,0.504109589,5948.3,656,6560,0
17272,2,1,1,0.498630137,5951.8,571,6852,0
17273,1,1,1,0.7479452055,7935.6,934,11208,0
17273,1,1,1,0.9917808219,9269.6,1341,14751,0
17275,1,0,1,1.002739726,4536.6,887,9757,0
17275,1,0,1,0.3643835616,1258.9,323,2907,0
17277,2,0,1,0.9534246575,12048.9,1835,18350,0
17277,2,0,1,1.002739726,11124.9,1773,15957,0
17280,2,1,1,0.9616438356,9654.5,1601,17611,0
17280,2,1,1,0.9123287671,16140,1898,22776,0
17281,1,0,1,1.002739726,15547.4,2816,28160,0
17281,1,0,1,0.3287671233,5926.8,958,9580,0
17281,1,0,2,0.4054794521,5479.9,1266,10128,0
17282,1,1,1,1.002739726,11380.8,1252,23788,0
17282,1,1,1,0.9589041096,8807.6,998,17964,0
17282,1,1,1,0.495890411,3967.6,723,8676,0
17283,1,0,1,0.9917808219,10610.3,1187,17805,0
17283,1,0,1,0.8273972603,8302,947,14205,0
17284,2,1,2,0.9616438356,12423.9,1751,21012,0
17284,2,1,2,0.4136986301,4040.4,689,7579,0
17285,2,0,1,0.4493150685,7957.1,795,9540,0
17285,2,0,1,0.9534246575,23210.4,1934,25142,0
17286,1,1,2,0.997260274,7577.2,1556,12448,0
17286,1,1,2,0.2821917808,2702.8,382,3820,0
17288,2,0,2,0.3287671233,4029.9,479,5748,0
17288,2,0,1,1.002739726,18700.7,1878,22536,0
17288,2,0,1,0.3123287671,5253.5,634,6974,0
17289,1,0,2,0.5780821918,6843.6,602,6622,0
17289,1,0,2,1,17364.8,1509,16599,0
17293,1,0,2,0.9917808219,14220.2,2321,25531,0
17293,1,0,2,0.4931506849,8465.2,1360,14960,0
17294,1,0,2,0.9561643836,12751.2,2238,24618,0
17294,1,0,2,0.6630136986,10657.1,1828,20108,0
17296,1,0,1,0.9095890411,16758.1,1419,22704,0
17296,1,0,1,1.002739726,21606.4,1878,28170,0
17296,2,0,1,0.495890411,10307.6,826,13216,0
17297,2,1,2,0.9835616438,11113.5,1126,12386,0
17297,2,1,2,1.002739726,12777.9,1148,12628,0
17297,2,1,2,0.5534246575,11309.3,950,11400,0
17303,1,0,1,0.5808219178,10672.9,816,12240,0
17303,1,0,1,0.8219178082,14716.1,1026,18468,0
17305,1,1,1,0.3917808219,3656.5,428,7276,0
17305,1,1,2,0.7369863014,11589.4,1112,20016,0
17306,1,0,2,0.504109589,12540.3,708,13452,0
17306,1,0,2,0.495890411,12899.3,697,13940,0
17306,1,0,2,0.504109589,12720.3,734,13946,0
17311,1,0,2,0.501369863,8622,1304,15648,0
17311,2,0,2,0.501369863,2437.5,652,5868,0
17311,2,0,2,0.4931506849,5055.7,1385,11080,0
17313,1,0,2,0.4136986301,10315.9,775,17050,0
17313,1,0,2,0.3945205479,6078.2,431,9051,0
17314,1,0,1,0.9753424658,14700.3,1978,21758,0
17314,1,0,1,0.3506849315,5581,748,7480,0
17315,2,0,1,1.002739726,9876.7,1095,15330,0
17315,2,0,1,0.5808219178,6863,635,11430,0
17315,2,1,1,0.8356164384,7928,1391,13910,0
17316,2,0,2,0.9287671233,15824.1,2174,32610,1
17316,2,0,2,0.3260273973,5488.8,763,10682,0
17317,1,0,1,0.3534246575,5791.8,644,9016,0
17317,1,0,1,1.002739726,18574.7,1773,23049,0
17317,1,0,1,0.7479452055,12067.5,1167,15171,0
17318,2,0,1,0.895890411,12839.6,1491,25347,0
17318,2,0,1,0.8136986301,17243.3,2243,40374,1
17320,1,0,1,0.6630136986,14459.8,931,17689,0
17320,1,0,1,0.9698630137,19071.1,1413,24021,0
17321,2,0,1,0.3698630137,2279.7,462,4158,0
17321,2,0,1,1.002739726,7703.2,1356,14916,0
17321,2,0,1,0.6630136986,6006.5,1069,11759,0
17322,2,0,1,0.4794520548,13337.4,998,15968,0
17322,2,0,1,0.498630137,9444.2,908,12712,0
17322,2,0,1,0.504109589,9905,1049,13637,0
17324,2,0,1,1,18070.5,937,17803,0
17324,2,0,1,0.8109589041,13563.6,802,12832,0
17326,1,1,2,0.495890411,11265.9,929,16722,0
17326,1,1,2,0.498630137,11486.2,830,17430,0
17326,1,1,2,0.501369863,10503.2,757,14383,0
17326,1,1,2,0.501369863,10804.3,991,18829,1
17326,1,1,2,0.495890411,9579.7,903,14448,0
17327,1,0,1,0.3643835616,6991.5,607,9712,0
17327,1,0,1,1.002739726,18438.2,1617,27489,0
17327,2,0,1,0.3287671233,5735.4,496,7440,0
17329,2,0,1,0.495890411,13056.9,1058,25392,0
17329,2,0,1,1.002739726,20691.1,1930,44390,0
17338,2,1,1,0.4136986301,10908.6,732,13176,0
17338,2,1,1,0.3917808219,8849.6,693,11781,0
17339,1,0,1,0.501369863,2501.1,704,6336,0
17339,1,0,1,0.501369863,4560.5,991,8919,0
17341,2,1,1,0.8630136986,14559.4,1840,20240,0
17341,2,1,1,0.8356164384,13671.2,1521,18252,0
17342,2,0,1,0.495890411,8423.4,439,9658,0
17342,2,0,1,0.4739726027,10111.4,419,11732,0
17344,2,0,1,1.002739726,6267.4,939,12207,0
17344,1,0,1,0.4109589041,6082,663,10608,0
17346,2,0,2,1.0136986301,13204.3,2162,23782,0
17346,1,0,2,0.6630136986,15426.1,2069,22759,0
17348,2,0,1,0.498630137,21741.9,934,20548,0
17348,2,0,1,0.3287671233,14743.9,565,14125,0
17348,2,0,2,0.504109589,21726.5,892,20516,0
17348,2,0,2,0.3534246575,7800.8,515,9270,0
17348,2,0,2,0.495890411,12962.6,826,14868,0
17349,2,1,2,0.3561643836,2782.5,371,4823,0
17349,2,1,2,0.5808219178,7767.4,1058,12696,0
17352,1,0,2,1.0054794521,10703.7,2301,25311,0
17352,2,0,1,0.5808219178,9963.6,1722,20664,0
17353,2,0,1,0.9589041096,11544.9,1845,20295,0
17353,2,0,1,0.5808219178,7230,1329,13290,0
17357,1,0,2,0.6438356164,8512.4,1808,21696,0
17357,1,0,1,1.002739726,16703.5,3077,36924,0
17357,1,0,1,0.3287671233,5751.3,1026,12312,0
